2024-03-11 16:07:25 - target 1: x: 0, y: 0
2024-03-11 16:11:20 - Height x: 38, width y: 151

2024-03-11 16:11:20 - world loop 248

2024-03-11 16:11:22 - target 1: x: 0, y: 0

2024-03-11 16:11:22 - target 2: x: 0, y: 0

2024-03-11 16:11:22 - target 3: x: 0, y: 0

2024-03-11 16:11:22 - target 4: x: 0, y: 0

2024-03-11 16:11:22 - target 5: x: 0, y: 0

2024-03-11 16:11:22 - target 6: x: 0, y: 0

2024-03-11 16:11:22 - target 7: x: 0, y: 0

2024-03-11 16:11:22 - target 8: x: 0, y: 0

2024-03-11 16:11:22 - target 9: x: 0, y: 0

2024-03-11 16:11:22 - drone x: 10, y: 10

2024-03-11 16:11:22 - Height x: 38, width y: 151

2024-03-11 16:11:22 - world loop 248

2024-03-11 16:11:23 - target 1: x: 0, y: 0

2024-03-11 16:11:23 - target 2: x: 0, y: 0

2024-03-11 16:11:23 - target 3: x: 0, y: 0

2024-03-11 16:11:23 - target 4: x: 0, y: 0

2024-03-11 16:11:23 - target 5: x: 0, y: 0

2024-03-11 16:11:23 - target 6: x: 0, y: 0

2024-03-11 16:11:23 - target 7: x: 0, y: 0

2024-03-11 16:11:23 - target 8: x: 0, y: 0

2024-03-11 16:11:23 - target 9: x: 0, y: 0

2024-03-11 16:11:23 - drone x: 10, y: 10

2024-03-11 16:11:23 - Height x: 38, width y: 151

2024-03-11 16:11:23 - world loop 248

2024-03-11 16:11:24 - target 1: x: 0, y: 0

2024-03-11 16:11:24 - target 2: x: 0, y: 0

2024-03-11 16:11:24 - target 3: x: 0, y: 0

2024-03-11 16:11:24 - target 4: x: 0, y: 0

2024-03-11 16:11:24 - target 5: x: 0, y: 0

2024-03-11 16:11:24 - target 6: x: 0, y: 0

2024-03-11 16:11:24 - target 7: x: 0, y: 0

2024-03-11 16:11:24 - target 8: x: 0, y: 0

2024-03-11 16:11:24 - target 9: x: 0, y: 0

2024-03-11 16:11:24 - drone x: 10, y: 10

2024-03-11 16:11:24 - Height x: 38, width y: 151

2024-03-11 16:11:24 - world loop 248

2024-03-11 16:11:25 - target 1: x: 0, y: 0

2024-03-11 16:11:25 - target 2: x: 0, y: 0

2024-03-11 16:11:25 - target 3: x: 0, y: 0

2024-03-11 16:11:25 - target 4: x: 0, y: 0

2024-03-11 16:11:25 - target 5: x: 0, y: 0

2024-03-11 16:11:25 - target 6: x: 0, y: 0

2024-03-11 16:11:25 - target 7: x: 0, y: 0

2024-03-11 16:11:25 - target 8: x: 0, y: 0

2024-03-11 16:11:25 - target 9: x: 0, y: 0

2024-03-11 16:11:25 - drone x: 10, y: 10

2024-03-11 16:11:25 - Height x: 38, width y: 151

2024-03-11 16:11:25 - world loop 248

2024-03-11 16:11:28 - target 1: x: 0, y: 0

2024-03-11 16:11:28 - target 2: x: 0, y: 0

2024-03-11 16:11:28 - target 3: x: 0, y: 0

2024-03-11 16:11:28 - target 4: x: 0, y: 0

2024-03-11 16:11:28 - target 5: x: 0, y: 0

2024-03-11 16:11:28 - target 6: x: 0, y: 0

2024-03-11 16:11:28 - target 7: x: 0, y: 0

2024-03-11 16:11:28 - target 8: x: 0, y: 0

2024-03-11 16:11:28 - target 9: x: 0, y: 0

2024-03-11 16:11:28 - drone x: 10, y: 10

2024-03-11 16:11:28 - Height x: 38, width y: 151

2024-03-11 16:11:28 - world loop 248

2024-03-11 16:11:29 - target 1: x: 0, y: 0

2024-03-11 16:11:29 - target 2: x: 0, y: 0

2024-03-11 16:11:29 - target 3: x: 0, y: 0

2024-03-11 16:11:29 - target 4: x: 0, y: 0

2024-03-11 16:11:29 - target 5: x: 0, y: 0

2024-03-11 16:11:29 - target 6: x: 0, y: 0

2024-03-11 16:11:29 - target 7: x: 0, y: 0

2024-03-11 16:11:29 - target 8: x: 0, y: 0

2024-03-11 16:11:29 - target 9: x: 0, y: 0

2024-03-11 16:11:29 - drone x: 10, y: 10

2024-03-11 16:11:29 - Height x: 38, width y: 151

2024-03-11 16:11:29 - world loop 248

2024-03-11 16:11:29 - target 1: x: 0, y: 0

2024-03-11 16:11:29 - target 2: x: 0, y: 0

2024-03-11 16:11:29 - target 3: x: 0, y: 0

2024-03-11 16:11:29 - target 4: x: 0, y: 0

2024-03-11 16:11:29 - target 5: x: 0, y: 0

2024-03-11 16:11:29 - target 6: x: 0, y: 0

2024-03-11 16:11:29 - target 7: x: 0, y: 0

2024-03-11 16:11:29 - target 8: x: 0, y: 0

2024-03-11 16:11:29 - target 9: x: 0, y: 0

2024-03-11 16:11:29 - drone x: 10, y: 10

2024-03-11 16:11:29 - Height x: 38, width y: 151

2024-03-11 16:11:29 - world loop 248

2024-03-11 16:12:36 - process num 3 

2024-03-11 16:12:36 - pipe read 4 

2024-03-11 16:12:36 - pipe write 5 

2024-03-11 16:12:36 - pipe read 6 

2024-03-11 16:12:36 - pipe write 7 

2024-03-11 16:12:36 - pipe read 28 

2024-03-11 16:12:36 - pipe write 29 

2024-03-11 16:12:36 - Published pid 28730 

2024-03-11 16:12:36 - watchdog pid 28592 

2024-03-11 16:12:36 - world loop 248

2024-03-11 16:12:39 - target 1: x: 0, y: 0

2024-03-11 16:12:39 - target 2: x: 0, y: 0

2024-03-11 16:12:39 - target 3: x: 0, y: 0

2024-03-11 16:12:39 - target 4: x: 0, y: 0

2024-03-11 16:12:39 - target 5: x: 0, y: 0

2024-03-11 16:12:39 - target 6: x: 0, y: 0

2024-03-11 16:12:39 - target 7: x: 0, y: 0

2024-03-11 16:12:39 - target 8: x: 0, y: 0

2024-03-11 16:12:39 - target 9: x: 0, y: 0

2024-03-11 16:12:39 - drone x: 0, y: 0

2024-03-11 16:12:39 - Height x: 38, width y: 151

2024-03-11 16:12:39 - world loop 248

2024-03-11 16:12:41 - target 1: x: 0, y: 0

2024-03-11 16:12:41 - target 2: x: 0, y: 0

2024-03-11 16:12:41 - target 3: x: 0, y: 0

2024-03-11 16:12:41 - target 4: x: 0, y: 0

2024-03-11 16:12:41 - target 5: x: 0, y: 0

2024-03-11 16:12:41 - target 6: x: 0, y: 0

2024-03-11 16:12:41 - target 7: x: 0, y: 0

2024-03-11 16:12:41 - target 8: x: 0, y: 0

2024-03-11 16:12:41 - target 9: x: 0, y: 0

2024-03-11 16:12:41 - drone x: 10, y: 10

2024-03-11 16:12:41 - Height x: 38, width y: 151

2024-03-11 16:12:41 - world loop 248

2024-03-11 16:12:42 - target 1: x: 0, y: 0

2024-03-11 16:12:42 - target 2: x: 0, y: 0

2024-03-11 16:12:42 - target 3: x: 0, y: 0

2024-03-11 16:12:42 - target 4: x: 0, y: 0

2024-03-11 16:12:42 - target 5: x: 0, y: 0

2024-03-11 16:12:42 - target 6: x: 0, y: 0

2024-03-11 16:12:42 - target 7: x: 0, y: 0

2024-03-11 16:12:42 - target 8: x: 0, y: 0

2024-03-11 16:12:42 - target 9: x: 0, y: 0

2024-03-11 16:12:42 - drone x: 10, y: 10

2024-03-11 16:12:42 - Height x: 38, width y: 151

2024-03-11 16:12:42 - world loop 248

2024-03-11 16:12:43 - target 1: x: 0, y: 0

2024-03-11 16:12:43 - target 2: x: 0, y: 0

2024-03-11 16:12:43 - target 3: x: 0, y: 0

2024-03-11 16:12:43 - target 4: x: 0, y: 0

2024-03-11 16:12:43 - target 5: x: 0, y: 0

2024-03-11 16:12:43 - target 6: x: 0, y: 0

2024-03-11 16:12:43 - target 7: x: 0, y: 0

2024-03-11 16:12:43 - target 8: x: 0, y: 0

2024-03-11 16:12:43 - target 9: x: 0, y: 0

2024-03-11 16:12:43 - drone x: 10, y: 10

2024-03-11 16:12:43 - Height x: 38, width y: 151

2024-03-11 16:12:43 - world loop 248

2024-03-11 16:12:44 - target 1: x: 0, y: 0

2024-03-11 16:12:44 - target 2: x: 0, y: 0

2024-03-11 16:12:44 - target 3: x: 0, y: 0

2024-03-11 16:12:44 - target 4: x: 0, y: 0

2024-03-11 16:12:44 - target 5: x: 0, y: 0

2024-03-11 16:12:44 - target 6: x: 0, y: 0

2024-03-11 16:12:44 - target 7: x: 0, y: 0

2024-03-11 16:12:44 - target 8: x: 0, y: 0

2024-03-11 16:12:44 - target 9: x: 0, y: 0

2024-03-11 16:12:44 - drone x: 10, y: 10

2024-03-11 16:12:44 - Height x: 38, width y: 151

2024-03-11 16:12:44 - world loop 248

2024-03-11 16:12:45 - target 1: x: 0, y: 0

2024-03-11 16:12:45 - target 2: x: 0, y: 0

2024-03-11 16:12:45 - target 3: x: 0, y: 0

2024-03-11 16:12:45 - target 4: x: 0, y: 0

2024-03-11 16:12:45 - target 5: x: 0, y: 0

2024-03-11 16:12:45 - target 6: x: 0, y: 0

2024-03-11 16:12:45 - target 7: x: 0, y: 0

2024-03-11 16:12:45 - target 8: x: 0, y: 0

2024-03-11 16:12:45 - target 9: x: 0, y: 0

2024-03-11 16:12:45 - drone x: 10, y: 10

2024-03-11 16:12:45 - Height x: 38, width y: 151

2024-03-11 16:12:45 - world loop 248

2024-03-11 16:12:47 - target 1: x: 0, y: 0

2024-03-11 16:12:47 - target 2: x: 0, y: 0

2024-03-11 16:12:47 - target 3: x: 0, y: 0

2024-03-11 16:12:47 - target 4: x: 0, y: 0

2024-03-11 16:12:47 - target 5: x: 0, y: 0

2024-03-11 16:12:47 - target 6: x: 0, y: 0

2024-03-11 16:12:47 - target 7: x: 0, y: 0

2024-03-11 16:12:47 - target 8: x: 0, y: 0

2024-03-11 16:12:47 - target 9: x: 0, y: 0

2024-03-11 16:12:47 - drone x: 10, y: 10

2024-03-11 16:12:47 - Height x: 38, width y: 151

2024-03-11 16:12:47 - world loop 248

2024-03-11 16:12:48 - target 1: x: 0, y: 0

2024-03-11 16:12:48 - target 2: x: 0, y: 0

2024-03-11 16:12:48 - target 3: x: 0, y: 0

2024-03-11 16:12:48 - target 4: x: 0, y: 0

2024-03-11 16:12:48 - target 5: x: 0, y: 0

2024-03-11 16:12:48 - target 6: x: 0, y: 0

2024-03-11 16:12:48 - target 7: x: 0, y: 0

2024-03-11 16:12:48 - target 8: x: 0, y: 0

2024-03-11 16:12:48 - target 9: x: 0, y: 0

2024-03-11 16:12:48 - drone x: 10, y: 10

2024-03-11 16:12:48 - Height x: 38, width y: 151

2024-03-11 16:12:48 - world loop 248

2024-03-11 16:12:49 - target 1: x: 0, y: 0

2024-03-11 16:12:49 - target 2: x: 0, y: 0

2024-03-11 16:12:49 - target 3: x: 0, y: 0

2024-03-11 16:12:49 - target 4: x: 0, y: 0

2024-03-11 16:12:49 - target 5: x: 0, y: 0

2024-03-11 16:12:49 - target 6: x: 0, y: 0

2024-03-11 16:12:49 - target 7: x: 0, y: 0

2024-03-11 16:12:49 - target 8: x: 0, y: 0

2024-03-11 16:12:49 - target 9: x: 0, y: 0

2024-03-11 16:12:49 - drone x: 10, y: 10

2024-03-11 16:12:49 - Height x: 38, width y: 151

2024-03-11 16:12:49 - world loop 248

2024-03-11 16:12:51 - target 1: x: 0, y: 0

2024-03-11 16:12:51 - target 2: x: 0, y: 0

2024-03-11 16:12:51 - target 3: x: 0, y: 0

2024-03-11 16:12:51 - target 4: x: 0, y: 0

2024-03-11 16:12:51 - target 5: x: 0, y: 0

2024-03-11 16:12:51 - target 6: x: 0, y: 0

2024-03-11 16:12:51 - target 7: x: 0, y: 0

2024-03-11 16:12:51 - target 8: x: 0, y: 0

2024-03-11 16:12:51 - target 9: x: 0, y: 0

2024-03-11 16:12:51 - drone x: 10, y: 10

2024-03-11 16:12:51 - Height x: 38, width y: 151

2024-03-11 16:12:51 - world loop 248

2024-03-11 16:12:53 - target 1: x: 0, y: 0

2024-03-11 16:12:53 - target 2: x: 0, y: 0

2024-03-11 16:12:53 - target 3: x: 0, y: 0

2024-03-11 16:12:53 - target 4: x: 0, y: 0

2024-03-11 16:12:53 - target 5: x: 0, y: 0

2024-03-11 16:12:53 - target 6: x: 0, y: 0

2024-03-11 16:12:53 - target 7: x: 0, y: 0

2024-03-11 16:12:53 - target 8: x: 0, y: 0

2024-03-11 16:12:53 - target 9: x: 0, y: 0

2024-03-11 16:12:53 - drone x: 10, y: 10

2024-03-11 16:12:53 - Height x: 38, width y: 151

2024-03-11 16:12:53 - world loop 248

2024-03-11 16:12:53 - target 1: x: 0, y: 0

2024-03-11 16:12:53 - target 2: x: 0, y: 0

2024-03-11 16:12:53 - target 3: x: 0, y: 0

2024-03-11 16:12:53 - target 4: x: 0, y: 0

2024-03-11 16:12:53 - target 5: x: 0, y: 0

2024-03-11 16:12:53 - target 6: x: 0, y: 0

2024-03-11 16:12:53 - target 7: x: 0, y: 0

2024-03-11 16:12:53 - target 8: x: 0, y: 0

2024-03-11 16:12:53 - target 9: x: 0, y: 0

2024-03-11 16:12:53 - drone x: 10, y: 10

2024-03-11 16:12:53 - Height x: 38, width y: 151

2024-03-11 16:12:53 - world loop 248

2024-03-11 16:12:54 - target 1: x: 0, y: 0

2024-03-11 16:12:54 - target 2: x: 0, y: 0

2024-03-11 16:12:54 - target 3: x: 0, y: 0

2024-03-11 16:12:54 - target 4: x: 0, y: 0

2024-03-11 16:12:54 - target 5: x: 0, y: 0

2024-03-11 16:12:54 - target 6: x: 0, y: 0

2024-03-11 16:12:54 - target 7: x: 0, y: 0

2024-03-11 16:12:54 - target 8: x: 0, y: 0

2024-03-11 16:12:54 - target 9: x: 0, y: 0

2024-03-11 16:12:54 - drone x: 10, y: 10

2024-03-11 16:12:54 - Height x: 38, width y: 151

2024-03-11 16:12:54 - world loop 248

2024-03-11 16:12:56 - target 1: x: 0, y: 0

2024-03-11 16:12:56 - target 2: x: 0, y: 0

2024-03-11 16:12:56 - target 3: x: 0, y: 0

2024-03-11 16:12:56 - target 4: x: 0, y: 0

2024-03-11 16:12:56 - target 5: x: 0, y: 0

2024-03-11 16:12:56 - target 6: x: 0, y: 0

2024-03-11 16:12:56 - target 7: x: 0, y: 0

2024-03-11 16:12:56 - target 8: x: 0, y: 0

2024-03-11 16:12:56 - target 9: x: 0, y: 0

2024-03-11 16:12:56 - drone x: 10, y: 10

2024-03-11 16:12:56 - Height x: 38, width y: 151

2024-03-11 16:12:56 - world loop 248

2024-03-11 16:12:57 - target 1: x: 0, y: 0

2024-03-11 16:12:57 - target 2: x: 0, y: 0

2024-03-11 16:12:57 - target 3: x: 0, y: 0

2024-03-11 16:12:57 - target 4: x: 0, y: 0

2024-03-11 16:12:57 - target 5: x: 0, y: 0

2024-03-11 16:12:57 - target 6: x: 0, y: 0

2024-03-11 16:12:57 - target 7: x: 0, y: 0

2024-03-11 16:12:57 - target 8: x: 0, y: 0

2024-03-11 16:12:57 - target 9: x: 0, y: 0

2024-03-11 16:12:57 - drone x: 10, y: 10

2024-03-11 16:12:57 - Height x: 38, width y: 151

2024-03-11 16:12:57 - world loop 248

2024-03-11 16:12:59 - target 1: x: 0, y: 0

2024-03-11 16:12:59 - target 2: x: 0, y: 0

2024-03-11 16:12:59 - target 3: x: 0, y: 0

2024-03-11 16:12:59 - target 4: x: 0, y: 0

2024-03-11 16:12:59 - target 5: x: 0, y: 0

2024-03-11 16:12:59 - target 6: x: 0, y: 0

2024-03-11 16:12:59 - target 7: x: 0, y: 0

2024-03-11 16:12:59 - target 8: x: 0, y: 0

2024-03-11 16:12:59 - target 9: x: 0, y: 0

2024-03-11 16:12:59 - drone x: 10, y: 10

2024-03-11 16:12:59 - Height x: 38, width y: 151

2024-03-11 16:12:59 - world loop 248

2024-03-11 16:13:00 - target 1: x: 0, y: 0

2024-03-11 16:13:00 - target 2: x: 0, y: 0

2024-03-11 16:13:00 - target 3: x: 0, y: 0

2024-03-11 16:13:00 - target 4: x: 0, y: 0

2024-03-11 16:13:00 - target 5: x: 0, y: 0

2024-03-11 16:13:00 - target 6: x: 0, y: 0

2024-03-11 16:13:00 - target 7: x: 0, y: 0

2024-03-11 16:13:00 - target 8: x: 0, y: 0

2024-03-11 16:13:00 - target 9: x: 0, y: 0

2024-03-11 16:13:00 - drone x: 10, y: 10

2024-03-11 16:13:00 - Height x: 38, width y: 151

2024-03-11 16:13:00 - world loop 248

2024-03-11 16:13:02 - target 1: x: 0, y: 0

2024-03-11 16:13:02 - target 2: x: 0, y: 0

2024-03-11 16:13:02 - target 3: x: 0, y: 0

2024-03-11 16:13:02 - target 4: x: 0, y: 0

2024-03-11 16:13:02 - target 5: x: 0, y: 0

2024-03-11 16:13:02 - target 6: x: 0, y: 0

2024-03-11 16:13:02 - target 7: x: 0, y: 0

2024-03-11 16:13:02 - target 8: x: 0, y: 0

2024-03-11 16:13:02 - target 9: x: 0, y: 0

2024-03-11 16:13:02 - drone x: 10, y: 10

2024-03-11 16:13:02 - Height x: 38, width y: 151

2024-03-11 16:13:02 - world loop 248

2024-03-11 16:13:03 - target 1: x: 0, y: 0

2024-03-11 16:13:03 - target 2: x: 0, y: 0

2024-03-11 16:13:03 - target 3: x: 0, y: 0

2024-03-11 16:13:03 - target 4: x: 0, y: 0

2024-03-11 16:13:03 - target 5: x: 0, y: 0

2024-03-11 16:13:03 - target 6: x: 0, y: 0

2024-03-11 16:13:03 - target 7: x: 0, y: 0

2024-03-11 16:13:03 - target 8: x: 0, y: 0

2024-03-11 16:13:03 - target 9: x: 0, y: 0

2024-03-11 16:13:03 - drone x: 10, y: 10

2024-03-11 16:13:03 - Height x: 38, width y: 151

2024-03-11 16:13:03 - world loop 248

2024-03-11 16:13:05 - target 1: x: 0, y: 0

2024-03-11 16:13:05 - target 2: x: 0, y: 0

2024-03-11 16:13:05 - target 3: x: 0, y: 0

2024-03-11 16:13:05 - target 4: x: 0, y: 0

2024-03-11 16:13:05 - target 5: x: 0, y: 0

2024-03-11 16:13:05 - target 6: x: 0, y: 0

2024-03-11 16:13:05 - target 7: x: 0, y: 0

2024-03-11 16:13:05 - target 8: x: 0, y: 0

2024-03-11 16:13:05 - target 9: x: 0, y: 0

2024-03-11 16:13:05 - drone x: 10, y: 10

2024-03-11 16:13:05 - Height x: 38, width y: 151

2024-03-11 16:13:05 - world loop 248

2024-03-11 16:13:06 - target 1: x: 0, y: 0

2024-03-11 16:13:06 - target 2: x: 0, y: 0

2024-03-11 16:13:06 - target 3: x: 0, y: 0

2024-03-11 16:13:06 - target 4: x: 0, y: 0

2024-03-11 16:13:06 - target 5: x: 0, y: 0

2024-03-11 16:13:06 - target 6: x: 0, y: 0

2024-03-11 16:13:06 - target 7: x: 0, y: 0

2024-03-11 16:13:06 - target 8: x: 0, y: 0

2024-03-11 16:13:06 - target 9: x: 0, y: 0

2024-03-11 16:13:06 - drone x: 10, y: 10

2024-03-11 16:13:06 - Height x: 38, width y: 151

2024-03-11 16:13:06 - world loop 248

2024-03-11 16:13:06 - target 1: x: 0, y: 0

2024-03-11 16:13:06 - target 2: x: 0, y: 0

2024-03-11 16:13:06 - target 3: x: 0, y: 0

2024-03-11 16:13:06 - target 4: x: 0, y: 0

2024-03-11 16:13:06 - target 5: x: 0, y: 0

2024-03-11 16:13:06 - target 6: x: 0, y: 0

2024-03-11 16:13:06 - target 7: x: 0, y: 0

2024-03-11 16:13:06 - target 8: x: 0, y: 0

2024-03-11 16:13:06 - target 9: x: 0, y: 0

2024-03-11 16:13:06 - drone x: 10, y: 10

2024-03-11 16:13:06 - Height x: 38, width y: 151

2024-03-11 16:13:06 - world loop 248

2024-03-11 16:13:07 - target 1: x: 0, y: 0

2024-03-11 16:13:07 - target 2: x: 0, y: 0

2024-03-11 16:13:07 - target 3: x: 0, y: 0

2024-03-11 16:13:07 - target 4: x: 0, y: 0

2024-03-11 16:13:07 - target 5: x: 0, y: 0

2024-03-11 16:13:07 - target 6: x: 0, y: 0

2024-03-11 16:13:07 - target 7: x: 0, y: 0

2024-03-11 16:13:07 - target 8: x: 0, y: 0

2024-03-11 16:13:07 - target 9: x: 0, y: 0

2024-03-11 16:13:07 - drone x: 10, y: 10

2024-03-11 16:13:07 - Height x: 38, width y: 151

2024-03-11 16:13:07 - world loop 248

2024-03-11 16:13:09 - target 1: x: 0, y: 0

2024-03-11 16:13:09 - target 2: x: 0, y: 0

2024-03-11 16:13:09 - target 3: x: 0, y: 0

2024-03-11 16:13:09 - target 4: x: 0, y: 0

2024-03-11 16:13:09 - target 5: x: 0, y: 0

2024-03-11 16:13:09 - target 6: x: 0, y: 0

2024-03-11 16:13:09 - target 7: x: 0, y: 0

2024-03-11 16:13:09 - target 8: x: 0, y: 0

2024-03-11 16:13:09 - target 9: x: 0, y: 0

2024-03-11 16:13:09 - drone x: 10, y: 10

2024-03-11 16:13:09 - Height x: 38, width y: 151

2024-03-11 16:13:09 - world loop 248

2024-03-11 16:13:11 - target 1: x: 0, y: 0

2024-03-11 16:13:11 - target 2: x: 0, y: 0

2024-03-11 16:13:11 - target 3: x: 0, y: 0

2024-03-11 16:13:11 - target 4: x: 0, y: 0

2024-03-11 16:13:11 - target 5: x: 0, y: 0

2024-03-11 16:13:11 - target 6: x: 0, y: 0

2024-03-11 16:13:11 - target 7: x: 0, y: 0

2024-03-11 16:13:11 - target 8: x: 0, y: 0

2024-03-11 16:13:11 - target 9: x: 0, y: 0

2024-03-11 16:13:11 - drone x: 10, y: 10

2024-03-11 16:13:11 - Height x: 38, width y: 151

2024-03-11 16:13:11 - world loop 248

2024-03-11 16:13:12 - target 1: x: 0, y: 0

2024-03-11 16:13:12 - target 2: x: 0, y: 0

2024-03-11 16:13:12 - target 3: x: 0, y: 0

2024-03-11 16:13:12 - target 4: x: 0, y: 0

2024-03-11 16:13:12 - target 5: x: 0, y: 0

2024-03-11 16:13:12 - target 6: x: 0, y: 0

2024-03-11 16:13:12 - target 7: x: 0, y: 0

2024-03-11 16:13:12 - target 8: x: 0, y: 0

2024-03-11 16:13:12 - target 9: x: 0, y: 0

2024-03-11 16:13:12 - drone x: 10, y: 10

2024-03-11 16:13:12 - Height x: 38, width y: 151

2024-03-11 16:13:12 - world loop 248

2024-03-11 16:13:13 - target 1: x: 0, y: 0

2024-03-11 16:13:13 - target 2: x: 0, y: 0

2024-03-11 16:13:13 - target 3: x: 0, y: 0

2024-03-11 16:13:13 - target 4: x: 0, y: 0

2024-03-11 16:13:13 - target 5: x: 0, y: 0

2024-03-11 16:13:13 - target 6: x: 0, y: 0

2024-03-11 16:13:13 - target 7: x: 0, y: 0

2024-03-11 16:13:13 - target 8: x: 0, y: 0

2024-03-11 16:13:13 - target 9: x: 0, y: 0

2024-03-11 16:13:13 - drone x: 10, y: 10

2024-03-11 16:13:13 - Height x: 38, width y: 151

2024-03-11 16:13:13 - world loop 248

2024-03-11 16:13:14 - target 1: x: 0, y: 0

2024-03-11 16:13:14 - target 2: x: 0, y: 0

2024-03-11 16:13:14 - target 3: x: 0, y: 0

2024-03-11 16:13:14 - target 4: x: 0, y: 0

2024-03-11 16:13:14 - target 5: x: 0, y: 0

2024-03-11 16:13:14 - target 6: x: 0, y: 0

2024-03-11 16:13:14 - target 7: x: 0, y: 0

2024-03-11 16:13:14 - target 8: x: 0, y: 0

2024-03-11 16:13:14 - target 9: x: 0, y: 0

2024-03-11 16:13:14 - drone x: 10, y: 10

2024-03-11 16:13:14 - Height x: 38, width y: 151

2024-03-11 16:13:14 - world loop 248

2024-03-11 16:13:17 - target 1: x: 0, y: 0

2024-03-11 16:13:17 - target 2: x: 0, y: 0

2024-03-11 16:13:17 - target 3: x: 0, y: 0

2024-03-11 16:13:17 - target 4: x: 0, y: 0

2024-03-11 16:13:17 - target 5: x: 0, y: 0

2024-03-11 16:13:17 - target 6: x: 0, y: 0

2024-03-11 16:13:17 - target 7: x: 0, y: 0

2024-03-11 16:13:17 - target 8: x: 0, y: 0

2024-03-11 16:13:17 - target 9: x: 0, y: 0

2024-03-11 16:13:17 - drone x: 10, y: 10

2024-03-11 16:13:17 - Height x: 38, width y: 151

2024-03-11 16:13:17 - world loop 248

2024-03-11 16:13:17 - target 1: x: 0, y: 0

2024-03-11 16:13:17 - target 2: x: 0, y: 0

2024-03-11 16:13:17 - target 3: x: 0, y: 0

2024-03-11 16:13:17 - target 4: x: 0, y: 0

2024-03-11 16:13:17 - target 5: x: 0, y: 0

2024-03-11 16:13:17 - target 6: x: 0, y: 0

2024-03-11 16:13:17 - target 7: x: 0, y: 0

2024-03-11 16:13:17 - target 8: x: 0, y: 0

2024-03-11 16:13:17 - target 9: x: 0, y: 0

2024-03-11 16:13:17 - drone x: 10, y: 10

2024-03-11 16:13:17 - Height x: 38, width y: 151

2024-03-11 16:13:17 - world loop 248

2024-03-11 16:13:18 - target 1: x: 0, y: 0

2024-03-11 16:13:18 - target 2: x: 0, y: 0

2024-03-11 16:13:18 - target 3: x: 0, y: 0

2024-03-11 16:13:18 - target 4: x: 0, y: 0

2024-03-11 16:13:18 - target 5: x: 0, y: 0

2024-03-11 16:13:18 - target 6: x: 0, y: 0

2024-03-11 16:13:18 - target 7: x: 0, y: 0

2024-03-11 16:13:18 - target 8: x: 0, y: 0

2024-03-11 16:13:18 - target 9: x: 0, y: 0

2024-03-11 16:13:18 - drone x: 10, y: 10

2024-03-11 16:13:18 - Height x: 38, width y: 151

2024-03-11 16:13:18 - world loop 248

2024-03-11 16:13:19 - target 1: x: 0, y: 0

2024-03-11 16:13:19 - target 2: x: 0, y: 0

2024-03-11 16:13:19 - target 3: x: 0, y: 0

2024-03-11 16:13:19 - target 4: x: 0, y: 0

2024-03-11 16:13:19 - target 5: x: 0, y: 0

2024-03-11 16:13:19 - target 6: x: 0, y: 0

2024-03-11 16:13:19 - target 7: x: 0, y: 0

2024-03-11 16:13:19 - target 8: x: 0, y: 0

2024-03-11 16:13:19 - target 9: x: 0, y: 0

2024-03-11 16:13:19 - drone x: 10, y: 10

2024-03-11 16:13:19 - Height x: 38, width y: 151

2024-03-11 16:13:19 - world loop 248

2024-03-11 16:13:20 - target 1: x: 0, y: 0

2024-03-11 16:13:20 - target 2: x: 0, y: 0

2024-03-11 16:13:20 - target 3: x: 0, y: 0

2024-03-11 16:13:20 - target 4: x: 0, y: 0

2024-03-11 16:13:20 - target 5: x: 0, y: 0

2024-03-11 16:13:20 - target 6: x: 0, y: 0

2024-03-11 16:13:20 - target 7: x: 0, y: 0

2024-03-11 16:13:20 - target 8: x: 0, y: 0

2024-03-11 16:13:20 - target 9: x: 0, y: 0

2024-03-11 16:13:20 - drone x: 10, y: 10

2024-03-11 16:13:20 - Height x: 38, width y: 151

2024-03-11 16:13:20 - world loop 248

2024-03-11 16:13:21 - target 1: x: 0, y: 0

2024-03-11 16:13:21 - target 2: x: 0, y: 0

2024-03-11 16:13:21 - target 3: x: 0, y: 0

2024-03-11 16:13:21 - target 4: x: 0, y: 0

2024-03-11 16:13:21 - target 5: x: 0, y: 0

2024-03-11 16:13:21 - target 6: x: 0, y: 0

2024-03-11 16:13:21 - target 7: x: 0, y: 0

